"categoryId","categoryTitle","chargeId","chargeCode","chargeTitle","degreeId","degreeLabel","sourceCode","classification","tags","liabilityId","liabilityLabel","liabilityFineMultiplier","liabilityTimeMultiplier","baseFine","baseTime","baseSeverity","minFine","minTime","minSeverity","maxFine","maxTime","maxSeverity","mitigatingAppliedForMin","aggravatingAppliedForMax","modifierIds"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","Murder","first-degree-murder","First Degree Murder","PC-1012","felony","felony;homicide;person;victim-specific;violent","principal","Principal Actor","1","1","4000","65","713.25","2040","22","265.17","11500","125","1357.24","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","Murder","first-degree-murder","First Degree Murder","PC-1012","felony","felony;homicide;person;victim-specific;violent","accessory","Accessory","0.6","0.7","2400","45.5","503.99","1224","16","194.99","7500","96","1046.6","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","Murder","first-degree-murder","First Degree Murder","PC-1012","felony","felony;homicide;person;victim-specific;violent","attempted","Attempted","0.85","0.75","3400","48.75","545.81","1734","16","201.64","10000","100","1100","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","murder","EF-PC-01-004","Murder","first-degree-murder","First Degree Murder","PC-1012","felony","felony;homicide;person;victim-specific;violent","conspiracy","Conspiracy","0.75","0.75","3000","48.75","542.27","1530","16","199.12","9000","100","1094.87","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","unlawful-imprisonment","EF-PC-01-005","Unlawful Imprisonment","unlawful-imprisonment","Unlawful Imprisonment","PC-1017","misdemeanor","misdemeanor;person;victim-specific","principal","Principal Actor","1","1","300","1","27.32","180","1","23.42","1600","8","120","cooperation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;prior-conviction:four-plus-priors","public-servant-victim;cooperation;multiple-victims;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","kidnapping","Kidnapping","PC-1018","felony","felony;person;victim-specific;violent","principal","Principal Actor","1","1","1500","25","288.73","765","8","107.66","5250","63","702.46","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","kidnapping","Kidnapping","PC-1018","felony","felony;person;victim-specific;violent","attempted","Attempted","0.3","0.6667","450","16.67","187.89","230","6","75.17","2625","50","551.23","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","kidnapping","Kidnapping","PC-1018","felony","felony;person;victim-specific;violent","accessory","Accessory","0.3","0.4667","450","11.67","137.89","230","4","55.17","2625","43","481.23","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","kidnapping","Kidnapping","PC-1018","felony","felony;person;victim-specific;violent","conspiracy","Conspiracy","0.6","0.65","900","16.25","192.5","459","5","71.42","3750","49","551.24","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","PC-1021","felony","commercial;economic;felony;government;person;victim-specific;violent","principal","Principal Actor","1","1","2250","35","397.43","1148","12","153.88","7125","79","874.41","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","PC-1021","felony","commercial;economic;felony;government;person;victim-specific;violent","attempted","Attempted","0.3","0.6667","675","23.33","259.33","344","8","98.55","3188","60","656.46","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","PC-1021","felony","commercial;economic;felony;government;person;victim-specific;violent","accessory","Accessory","0.2","0.5","450","17.5","196.21","230","6","75.17","2625","51","561.23","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","hostage-taking","Hostage Taking","PC-1021","felony","commercial;economic;felony;government;person;victim-specific;violent","conspiracy","Conspiracy","0.6","0.65","1350","22.75","264.24","688","8","106.23","4875","60","669.82","cooperation;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;minimal-participation;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","criminal-threats","EF-PC-01-007","Criminal Threats","criminal-threats","Criminal Threats","PC-1024","misdemeanor","homicide;misdemeanor;person;victim-specific;violent","principal","Principal Actor","1","1","200","1","24.14","120","1","20.95","1400","8","117.42","cooperation;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;prior-conviction:four-plus-priors","public-servant-victim;cooperation;multiple-victims;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","reckless-endangerment","EF-PC-01-008","Reckless Endangerment","reckless-endangerment","Reckless Endangerment","PC-1025","misdemeanor","misdemeanor;person;victim-specific","principal","Principal Actor","1","1","175","10","113.23","105","3","40.25","1504","40","438.78","cooperation;minor-injury;medical-aid-rendered;voluntary-surrender;first-offense","public-servant-victim;multiple-victims;firearm-discharged;occupied-structure-or-vehicle;prior-conviction:four-plus-priors","public-servant-victim;cooperation;minor-injury;multiple-victims;firearm-discharged;occupied-structure-or-vehicle;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","desecration-of-a-human-corpse","EF-PC-01-010","Desecration of a Human Corpse","desecration-of-a-human-corpse","Desecration of a Human Corpse","PC-1027","felony","felony;homicide;person;property-damage;victim-specific;violent","principal","Principal Actor","1","1","1000","30","331.62","600","14","164.49","2000","38","424.72","cooperation;voluntary-surrender;first-offense","prior-conviction:four-plus-priors","cooperation;prior-conviction;voluntary-surrender;first-offense"
"offenses-against-persons","Offenses Against Persons","torture","EF-PC-01-011","Torture","torture","Torture","PC-1028","felony","felony;person;victim-specific;violent","principal","Principal Actor","1","1","3000","40","454.77","1800","16","202.43","4500","61","677.08","cooperation;medical-aid-rendered;voluntary-surrender;first-offense","multiple-victims;prior-conviction:four-plus-priors;on-release","cooperation;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense;on-release"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","Theft by Property Value","petty-theft","Petty Theft","PC-2001","infraction","infraction;property;theft","principal","Principal Actor","1","1","400","0","20","75","0","8.66","400","0","20","restitution-made;citation-discretion","","restitution-made;citation-discretion"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","Theft by Property Value","grand-theft","Grand Theft","PC-2002","misdemeanor","firearm-related;misdemeanor;property;theft;weapon-related","principal","Principal Actor","1","1","850","10","129.15","510","4","62.58","2275","18","227.7","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:four-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","Theft by Property Value","grand-larceny","Grand Larceny","PC-2013","felony","felony;property;theft","principal","Principal Actor","1","1","1000","25","281.62","600","12","144.49","2500","46","510","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:four-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","grand-theft-auto-a","Grand Theft Auto A","PC-2003","misdemeanor","misdemeanor;property;theft;vehicle-related","principal","Principal Actor","1","1","750","10","127.39","450","4","61.21","2125","18","226.1","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:four-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","grand-theft-auto-b","Grand Theft Auto B","PC-2004","felony","felony;property;public-safety;theft;vehicle-related;weapon-related","principal","Principal Actor","1","1","1000","20","231.62","600","9","114.49","3375","51","568.09","cooperation;voluntary-surrender;first-offense","organized-activity;weapon-used;prior-conviction:four-plus-priors;on-release","cooperation;organized-activity;weapon-used;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","carjacking","Carjacking","PC-2005","felony","felony;property;theft;vehicle-related;violent","principal","Principal Actor","1","1","1500","30","338.73","713","12","146.7","7125","94","1024.41","cooperation;restitution-made;medical-aid-rendered;voluntary-surrender;first-offense","public-servant-victim;organized-activity;multiple-victims;firearm-discharged;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;multiple-victims;firearm-discharged;medical-aid-rendered;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","theft-of-an-aircraft","Theft of an Aircraft","PC-2019","felony","felony;property;public-safety;theft;vehicle-related","principal","Principal Actor","1","1","5000","35","420.71","2813","16","213.04","11000","65","754.88","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:four-plus-priors","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","theft-of-an-aircraft","Theft of an Aircraft","PC-2019","felony","felony;property;public-safety;theft;vehicle-related","attempted","Attempted","0.75","0.6","3750","21","271.24","2063","10","145.42","9125","39","485.52","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:four-plus-priors","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","theft-of-a-law-enforcement-vehicle","Theft of a Law Enforcement Vehicle","PC-2021","felony","felony;government;property;theft;vehicle-related","principal","Principal Actor","1","1","10000","40","500","5812","20","276.24","18500","75","886.01","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:four-plus-priors","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","theft-of-a-law-enforcement-vehicle","Theft of a Law Enforcement Vehicle","PC-2021","felony","felony;government;property;theft;vehicle-related","attempted","Attempted","0.75","0.6","7500","24","326.6","4312","11","175.67","14750","45","571.45","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:four-plus-priors","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","burglary","EF-PC-02-003","Burglary","burglary","Burglary","PC-2006","misdemeanor","misdemeanor;property;theft","principal","Principal Actor","1","1","500","10","122.36","113","4","50.63","4250","18","245.19","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:four-plus-priors","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","burglary","EF-PC-02-003","Burglary","aggravated-burglary","Aggravated Burglary","PC-2006","felony","felony;property;public-safety;theft","principal","Principal Actor","1","1","1000","25","281.62","413","12","140.32","7250","77","855.15","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;occupied-structure-or-vehicle;weapon-used;multiple-victims;prior-conviction:four-plus-priors;on-release","cooperation;restitution-made;organized-activity;high-value-loss;occupied-structure-or-vehicle;weapon-used;multiple-victims;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","Robbery","robbery","Robbery","PC-2007","felony","felony;property;theft;violent","principal","Principal Actor","1","1","1000","30","331.62","351","10","118.73","6188","111","1188.66","cooperation;restitution-made;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;organized-activity;weapon-used;firearm-discharged;multiple-victims;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","Robbery","robbery","Robbery","PC-2007","felony","felony;property;theft;violent","attempted","Attempted","0.3","0.6","300","18","197.32","0","6","60","2906","76","813.91","cooperation;restitution-made;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;organized-activity;weapon-used;firearm-discharged;multiple-victims;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","Robbery","robbery","Robbery","PC-2007","felony","felony;property;theft;violent","accessory","Accessory","0.2","0.48","200","14.4","158.14","0","4","40","2438","65","699.38","cooperation;restitution-made;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;organized-activity;weapon-used;firearm-discharged;multiple-victims;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","Robbery","robbery","Robbery","PC-2007","felony","felony;property;theft;violent","conspiracy","Conspiracy","0.6","0.65","600","19.5","219.49","147","6","72.12","4313","80","865.67","cooperation;restitution-made;medical-aid-rendered;minimal-participation;voluntary-surrender;first-offense","public-servant-victim;organized-activity;weapon-used;firearm-discharged;multiple-victims;prior-conviction:four-plus-priors;on-release","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;firearm-discharged;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","leaving-without-paying","EF-PC-02-005","Leaving Without Paying","leaving-without-paying","Leaving Without Paying","PC-2014","infraction","infraction;property;theft","principal","Principal Actor","1","1","300","0","17.32","25","0","5","300","0","17.32","restitution-made;citation-discretion","","restitution-made;citation-discretion"
"offenses-involving-theft","Offenses Involving Theft","possession-of-nonlegal-currency","EF-PC-02-006","Possession of Nonlegal Currency","possession-of-nonlegal-currency","Possession of Nonlegal Currency","PC-2015","misdemeanor","misdemeanor;possession;property;theft","principal","Principal Actor","1","1","750","10","127.39","450","4","61.21","2125","18","226.1","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:four-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","possession-of-government-issued-items","EF-PC-02-007","Possession of Government-Issued Items","minor-possession-of-government-issued-items","Minor Possession of Government-Issued Items","PC-2016","misdemeanor","government;misdemeanor;possession;property;theft","principal","Principal Actor","1","1","500","10","122.36","300","4","57.32","1750","18","221.83","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:four-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","possession-of-government-issued-items","EF-PC-02-007","Possession of Government-Issued Items","restricted-government-issued-items","Restricted Government-Issued Items","PC-2016","felony","felony;firearm-related;government;identity-document;licensing-status;possession;property;theft;vehicle-related;weapon-related","principal","Principal Actor","1","1","1500","22","258.73","900","10","130","6813","56","642.54","cooperation;voluntary-surrender;first-offense","organized-activity;weapon-used;high-value-loss;prior-conviction:four-plus-priors;on-release","cooperation;organized-activity;weapon-used;high-value-loss;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","items-used-in-the-commission-of-a-crime","EF-PC-02-008","Items Used in the Commission of a Crime","possession-of-items-used-in-the-commission-of-a-crime","Possession of Items Used in the Commission of a Crime","PC-2017","misdemeanor","misdemeanor;possession;property;theft;weapon-related","principal","Principal Actor","1","1","500","10","122.36","300","4","57.32","1938","23","274.02","cooperation;voluntary-surrender;first-offense","organized-activity;weapon-used;prior-conviction:four-plus-priors","cooperation;organized-activity;weapon-used;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","items-used-in-the-commission-of-a-crime","EF-PC-02-008","Items Used in the Commission of a Crime","sale-of-items-used-in-the-commission-of-a-crime","Sale of Items Used in the Commission of a Crime","PC-2018","misdemeanor","commercial;economic;misdemeanor;property;sale-transfer;theft;weapon-related","principal","Principal Actor","1","1","100","15","160","60","7","77.75","1150","28","313.91","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:four-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","criminal-possession-of-stolen-property","EF-PC-02-009","Criminal Possession of Stolen Property","criminal-possession-of-stolen-property","Criminal Possession of Stolen Property","PC-2020","misdemeanor","misdemeanor;possession;property;theft","principal","Principal Actor","1","1","300","7","87.32","180","3","43.42","1450","13","168.08","cooperation;voluntary-surrender;first-offense","organized-activity;prior-conviction:four-plus-priors","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","criminal-possession-of-stolen-property","EF-PC-02-009","Criminal Possession of Stolen Property","aggravated-possession-of-stolen-property","Aggravated Possession of Stolen Property","PC-2020","felony","commercial;economic;felony;possession;property;sale-transfer;theft","principal","Principal Actor","1","1","1000","20","231.62","413","9","110.32","6500","51","590.62","cooperation;restitution-made;voluntary-surrender;first-offense","organized-activity;high-value-loss;weapon-used;prior-conviction:four-plus-priors;on-release","cooperation;restitution-made;organized-activity;high-value-loss;weapon-used;prior-conviction;on-release;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","customs-and-smuggling-offenses","EF-PC-02-010","Customs and Smuggling Offenses","regulatory-smuggling","Regulatory Smuggling","PC-2022","misdemeanor","commercial;economic;misdemeanor;property;sale-transfer;theft","principal","Principal Actor","1","1","2000","7","114.72","1020","2","51.94","6500","13","210.62","cooperation;minimal-participation;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:four-plus-priors","cooperation;organized-activity;high-value-loss;prior-conviction;minimal-participation;voluntary-surrender;first-offense"
"offenses-involving-theft","Offenses Involving Theft","customs-and-smuggling-offenses","EF-PC-02-010","Customs and Smuggling Offenses","regulatory-smuggling","Regulatory Smuggling","PC-2022","misdemeanor","commercial;economic;misdemeanor;property;sale-transfer;theft","accessory","Accessory","0.25","1","500","7","92.36","255","2","35.97","4250","13","195.19","cooperation;minimal-participation;voluntary-surrender;first-offense","organized-activity;high-value-loss;prior-conviction:four-plus-priors","cooperation;organized-activity;high-value-loss;prior-conviction;minimal-participation;voluntary-surrender;first-offense"
