"categoryId","categoryTitle","chargeId","chargeCode","chargeTitle","chargeDescription","degreeId","degreeLabel","sourceCode","sourceTitle","classification","tags","severityScore","baseFine","baseTime","modifierIds","liabilityOptions","legalOverview","legalPrinciples","hasLegalPrinciples"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","Abduction, confinement, movement, or holding of a person against their will, including leverage-based hostage conduct.","kidnapping","Kidnapping","PC-1018","Kidnapping","felony","felony;person;victim-specific;violent","172.4","500","15","public-servant-victim;cooperation;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;voluntary-surrender;first-offense","principal fine x1 time x1;attempted-kidnapping [PC-1020] fine x0.3 time x0.6667;accessory-to-kidnapping [PC-1019] fine x0.3 time x0.4667;conspiracy [PC-5013] fine x0.5 time x0.5","Kidnapping focuses on unlawful abduction, movement, or confinement against the victim's will.","The taking or confinement may be accomplished by force, threat, deception, intimidation, or other unlawful means. | Attempted kidnapping and accessory conduct should use the listed liability options when the victim is not fully moved or confined or when the suspect's role is secondary. | Reports should document victim identity, movement or confinement, lack of consent, force or deception, duration, location, communications, and each participant's role.","True"
"offenses-against-persons","Offenses Against Persons","kidnapping-and-hostage-taking","EF-PC-01-006","Kidnapping and Hostage Taking","Abduction, confinement, movement, or holding of a person against their will, including leverage-based hostage conduct.","hostage-taking","Hostage Taking","PC-1021","Hostage Taking","felony","commercial;economic;felony;government;person;victim-specific;violent","227.4","750","20","public-servant-victim;cooperation;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;voluntary-surrender;first-offense","principal fine x1 time x1;accessory-to-hostage-taking [PC-1022] fine x0.2 time x0.5;conspiracy [PC-5013] fine x0.5 time x0.5","Hostage taking is kidnapping or confinement used as leverage to compel a demand.","The suspect must hold, threaten, or control a victim to force another person or entity to act, refrain from acting, pay, release someone, provide property, or meet another demand. | A threat to kill or harm the hostage is strongly aggravating but the core issue is using the victim as leverage. | Reports should document the hostage, demand, target of the demand, threats, weapons, communications, duration, rescue or release facts, and each participant's role.","True"
"offenses-against-persons","Offenses Against Persons","criminal-threats","EF-PC-01-007","Criminal Threats","Threats of physical harm or death that place another person in reasonable fear for safety.","criminal-threats","Criminal Threats","PC-1024","Criminal Threats","misdemeanor","homicide;misdemeanor;person;victim-specific;violent","24.1","200","1","public-servant-victim;cooperation;minor-injury;multiple-victims;prior-conviction;voluntary-surrender;first-offense;citation-discretion","principal fine x1 time x1","Criminal threats focuses on communicated threats that create reasonable fear of harm or death.","The threat may be verbal, written, electronic, gestural, or communicated through another medium. | The threat should be specific or immediate enough to create reasonable fear, not mere insult, joke, vague anger, or protected expression. | Reports should document exact words or messages, context, recipient reaction, relationship history, ability to carry out the threat, witnesses, and screenshots or recordings.","True"
"offenses-against-persons","Offenses Against Persons","reckless-endangerment","EF-PC-01-008","Reckless Endangerment","Reckless conduct creating a substantial risk of serious physical injury to another person.","reckless-endangerment","Reckless Endangerment","PC-1025","Reckless Endangerment","misdemeanor","misdemeanor;person;victim-specific","113.2","175","10","public-servant-victim;cooperation;minor-injury;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Reckless endangerment focuses on dangerous conduct that creates a serious risk of injury even if no injury occurs.","The risk must be substantial, unjustifiable, and directed at or likely to affect another person. | If actual injury occurs, assault, battery, or homicide-family charges may better fit or may apply in addition depending on policy. | Reports should document the dangerous act, people placed at risk, distance and circumstances, warnings ignored, injuries if any, and why the conduct was reckless.","True"
"offenses-against-persons","Offenses Against Persons","desecration-of-a-human-corpse","EF-PC-01-010","Desecration of a Human Corpse","Mutilation, concealment, destruction, or degrading treatment of a human corpse after death.","desecration-of-a-human-corpse","Desecration of a Human Corpse","PC-1027","Desecration of a Human Corpse","felony","felony;homicide;person;property-damage;victim-specific;violent","331.6","1000","30","cooperation;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Desecration of a human corpse focuses on unlawful or degrading treatment of a body after death.","The conduct must occur after death and involve mutilation, destruction, concealment, scattering, burning, disfigurement, or comparable degradation. | Lawful medical, emergency, coroner, funeral, or recovery activity should not be charged when performed within authorized duties. | Reports should document condition of the body, act committed, timing relative to death, location, evidence of concealment or destruction, and any lawful authority claimed.","True"
"offenses-against-persons","Offenses Against Persons","torture","EF-PC-01-011","Torture","Intentional infliction of extreme pain or suffering for punishment, coercion, revenge, extortion, interrogation, or sadistic purpose.","torture","Torture","PC-1028","Torture","felony","felony;person;victim-specific;violent","238.7","1500","20","cooperation;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense","principal fine x1 time x1","Torture focuses on intentional infliction of extreme pain or suffering for a prohibited purpose.","The pain or suffering should be extreme and intentionally inflicted, not merely incidental to a lesser assault or battery. | The purpose may include punishment, coercion, interrogation, revenge, extortion, intimidation, or sadistic gratification. | Reports should document the acts causing pain, duration, injuries, restraint or threats, statements showing purpose, medical evidence, and victim or witness accounts.","True"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","Theft by Property Value","Theft offenses based on the value or protected class of personal property taken without consent.","petty-theft","Petty Theft","PC-2001","Petty Theft","infraction","infraction;property;theft","20","400","0","restitution-made;citation-discretion","principal fine x1 time x1","Petty Theft covers lower-value property takings where consent and intent to deprive are the key facts.","The property must belong to another person, business, or entity. | The value must be $2,000 or less based on available receipts, market value, or reasonable estimate. | Reports should document ownership, lack of consent, property value, recovery status, and suspect intent.","True"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","Theft by Property Value","Theft offenses based on the value or protected class of personal property taken without consent.","grand-theft","Grand Theft","PC-2002","Grand Theft","misdemeanor","firearm-related;misdemeanor;property;theft;weapon-related","129.2","850","10","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","Grand Theft applies to mid-value property takings and firearm theft regardless of firearm value.","The value threshold must be supported by evidence such as receipts, market comparisons, or owner statements. | A stolen firearm qualifies even when its value is below the ordinary grand-theft threshold. | Reports should distinguish simple property taking from robbery, burglary, or vehicle theft when those elements are present.","True"
"offenses-involving-theft","Offenses Involving Theft","theft-by-property-value","EF-PC-02-001","Theft by Property Value","Theft offenses based on the value or protected class of personal property taken without consent.","grand-larceny","Grand Larceny","PC-2013","Grand Larceny","felony","felony;property;theft","331.6","1000","30","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","Grand Larceny is the highest ordinary property-value theft tier.","The property value must exceed $15,000. | Use the best available valuation evidence and document how value was calculated. | If the taking involved force, entry into a structure, or a vehicle, consider whether another theft-family offense better fits the conduct.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","grand-theft-auto-a","Grand Theft Auto A","PC-2003","Grand Theft Auto A","felony","felony;government;possession;property;theft;vehicle-related","111","120","10","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","Grand Theft Auto A covers unlawful taking or control of a motor vehicle without aggravating circumstances.","Vehicle value is not required for this degree. | The suspect must lack consent from the owner or lawful possessor. | Reports should document vehicle ownership, how control was taken, location recovered, damage, and any statements showing intent.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","grand-theft-auto-b","Grand Theft Auto B","PC-2004","Grand Theft Auto B","felony","felony;government;property;theft;vehicle-related","170","400","15","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","Grand Theft Auto B is the aggravated motor-vehicle theft tier.","The vehicle theft elements must be satisfied first. | The aggravating fact must be tied to the theft event, such as being armed or committing another felony. | Reports should document the separate felony or weapon facts instead of relying only on the vehicle theft.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","carjacking","Carjacking","PC-2005","Carjacking","felony","felony;government;property;theft;vehicle-related;violent","220","400","20","public-servant-victim;cooperation;restitution-made;organized-activity;multiple-victims;medical-aid-rendered;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","Carjacking focuses on vehicle theft from a person rather than unattended vehicle theft.","The vehicle must be taken from a person, their immediate presence, or while being operated. | Force, intimidation, or threats should be documented when present, even if not required by the short title. | Reports should identify the occupant, driver, or person in immediate control of the vehicle.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","theft-of-an-aircraft","Theft of an Aircraft","PC-2019","Theft of an Aircraft","felony","felony;government;possession;property;theft;vehicle-related","470.7","5000","40","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1;attempted-theft-of-an-aircraft [PC-2019A] fine x0.75 time x0.6","Theft of an Aircraft is a protected vehicle-theft degree for aircraft.","Aircraft status should be documented by registration, ownership, or operational control. | Consent from the owner or authorized operator is the central issue. | Reports should document flight, attempted flight, movement, damage, recovery, and safety risks created by the theft.","True"
"offenses-involving-theft","Offenses Involving Theft","vehicle-theft","EF-PC-02-002","Vehicle Theft","Vehicle theft offenses involving unlawful taking or control of motor vehicles, aircraft, or protected government vehicles.","theft-of-a-law-enforcement-vehicle","Theft of a Law Enforcement Vehicle","PC-2021","Theft of a Law Enforcement Vehicle","felony","felony;government;property;theft;vehicle-related","700","10000","60","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1;attempted-theft-of-a-law-enforcement-vehicle [PC-2021A] fine x0.75 time x0.6","Theft of a Law Enforcement Vehicle is a protected vehicle-theft degree based on agency ownership or use.","The vehicle must be tied to a law enforcement agency by ownership, assignment, or official use. | The suspect must lack authorization to possess or operate it. | Reports should document agency ownership, equipment present, recovery status, and any public-safety risk.","True"
"offenses-involving-theft","Offenses Involving Theft","burglary","EF-PC-02-003","Burglary","Unlawful entry into a structure with intent to commit a criminal offense or remain without permission.","burglary","Burglary","PC-2006","Burglary","misdemeanor","misdemeanor;property;theft","122.4","500","10","cooperation;restitution-made;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","Burglary focuses on unlawful entry or remaining with criminal intent.","Unlawful entry alone is not enough; document the intended or completed offense. | Permission may be limited by time, place, purpose, or revocation. | Reports should document entry method, owner or agent statements, security footage, tools, stolen property, and suspect intent.","True"
"offenses-involving-theft","Offenses Involving Theft","robbery","EF-PC-02-004","Robbery","Theft from a person or immediate presence by force, intimidation, fear, or threat.","robbery","Robbery","PC-2007","Robbery","felony","commercial;economic;felony;property;theft;violent","281.6","1000","25","public-servant-victim;cooperation;restitution-made;organized-activity;weapon-used;multiple-victims;medical-aid-rendered;prior-conviction;minimal-participation;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1;attempted-robbery [PC-2009] fine x0.3 time x0.6;accessory-to-robbery [PC-2008] fine x0.2 time x0.48;accessory-to-armed-robbery [PC-2011] fine x0.3 time x0.48;attempted-armed-robbery [PC-2012] fine x0.3 time x1;conspiracy [PC-5013] fine x0.5 time x0.5","Robbery is theft elevated by force, intimidation, fear, or taking from immediate presence.","The property must be taken from a person, business, or immediate presence against the victim's will. | Force or intimidation must be connected to the taking, escape, or retention of property. | If a weapon or dangerous instrument was used, apply the weapon-used modifier rather than creating a separate armed degree.","True"
"offenses-involving-theft","Offenses Involving Theft","leaving-without-paying","EF-PC-02-005","Leaving Without Paying","Leaving a billed premises without paying for goods or services received.","leaving-without-paying","Leaving Without Paying","PC-2014","Leaving Without Paying","infraction","infraction;property;theft","17.3","300","0","restitution-made;citation-discretion","principal fine x1 time x1","Leaving Without Paying covers low-level theft of billed goods or services.","The person must have received or accepted a billed good or service. | The nonpayment must be knowing rather than a good-faith billing dispute. | Reports should document the bill, amount due, opportunity to pay, suspect departure, and any statements showing intent.","True"
"offenses-involving-theft","Offenses Involving Theft","possession-of-nonlegal-currency","EF-PC-02-006","Possession of Nonlegal Currency","Possession, use, or attempted use of fraudulent currency represented as lawful money.","possession-of-nonlegal-currency","Possession of Nonlegal Currency","PC-2015","Possession of Nonlegal Currency","misdemeanor","misdemeanor;possession;property;theft","127.4","750","10","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","This degree covers counterfeit or fraudulent currency handled as if it were legal money.","The item must be represented or intended to be used as lawful currency. | Mere accidental receipt may not be enough without knowledge or attempted use. | Reports should document the currency, transaction context, suspect statements, and any additional counterfeit items or tools.","True"
"offenses-involving-theft","Offenses Involving Theft","possession-of-government-issued-items","EF-PC-02-007","Possession of Government-Issued Items","Unauthorized possession of government-issued property, equipment, vehicles, weapons, or identification-like items.","possession-of-government-issued-items","Possession of Government-Issued Items","PC-2016","Possession of Government-Issued Items","misdemeanor","firearm-related;government;identity-document;licensing-status;misdemeanor;possession;property;theft;vehicle-related;weapon-related","231.6","1000","20","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","This degree covers unauthorized possession of official government property.","The item must be government-issued, government-owned, or restricted to official use. | The suspect must lack permission, assignment, or lawful authority to possess it. | Reports should document the item type, issuing agency, how possession was discovered, and whether the item was recovered.","True"
"offenses-involving-theft","Offenses Involving Theft","items-used-in-the-commission-of-a-crime","EF-PC-02-008","Items Used in the Commission of a Crime","Possession or sale of tools, equipment, or items intended for use in committing criminal offenses.","possession-of-items-used-in-the-commission-of-a-crime","Possession of Items Used in the Commission of a Crime","PC-2017","Possession of Items Used in the Commission of a Crime","misdemeanor","misdemeanor;possession;property;theft;weapon-related","122.4","500","10","cooperation;organized-activity;weapon-used;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","This degree covers possession of tools or equipment tied to criminal conduct.","Possession should be connected to an intended, attempted, or completed offense. | Ordinary items require contextual evidence showing criminal use or intent. | Reports should document the item, location, related offense, suspect statements, and why lawful use is unlikely.","True"
"offenses-involving-theft","Offenses Involving Theft","items-used-in-the-commission-of-a-crime","EF-PC-02-008","Items Used in the Commission of a Crime","Possession or sale of tools, equipment, or items intended for use in committing criminal offenses.","sale-of-items-used-in-the-commission-of-a-crime","Sale of Items Used in the Commission of a Crime","PC-2018","Sale of Items Used in the Commission of a Crime","misdemeanor","commercial;economic;misdemeanor;property;sale-transfer;theft;weapon-related","160","100","15","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","This degree covers trafficking or distribution of crime-facilitating items.","The item must be connected to criminal use, not merely capable of lawful use. | Knowledge may be shown by statements, packaging, context, repeated transactions, or the nature of the item. | Reports should document the sale or transfer, buyer/seller roles, communications, item function, and related offense.","True"
"offenses-involving-theft","Offenses Involving Theft","criminal-possession-of-stolen-property","EF-PC-02-009","Criminal Possession of Stolen Property","Possession or control of property known to be stolen.","criminal-possession-of-stolen-property","Criminal Possession of Stolen Property","PC-2020","Criminal Possession of Stolen Property","misdemeanor","commercial;economic;misdemeanor;possession;property;sale-transfer;theft","114.1","200","10","cooperation;organized-activity;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","This degree focuses on knowing possession or control of stolen property after the theft.","The state must show the property was stolen and the suspect knew or should reasonably have known it. | Possession may be physical, constructive, shared, or through control over storage or transport. | Reports should document theft reports, serial numbers, owner identification, recovery location, and suspect explanation.","True"
"offenses-involving-theft","Offenses Involving Theft","customs-and-smuggling-offenses","EF-PC-02-010","Customs and Smuggling Offenses","Import, export, transport, concealment, or misrepresentation of goods in violation of customs or licensing requirements.","smuggling-of-contraband","Smuggling of Contraband","PC-2022","Smuggling of Contraband","felony","commercial;economic;felony;property;sale-transfer;theft","113.2","4000","5","cooperation;organized-activity;high-value-loss;prior-conviction;minimal-participation;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1;accessory-to-smuggling [PC-2027] fine x0.25 time x1","This degree covers general contraband smuggling across customs or jurisdictional controls.","The goods must be contraband or otherwise subject to declaration, licensing, or customs control. | The conduct must involve transport, import, export, concealment, or movement through a controlled boundary. | Reports should document the goods, route, concealment method, missing paperwork, declarations made, and all involved parties.","True"
"offenses-involving-theft","Offenses Involving Theft","customs-and-smuggling-offenses","EF-PC-02-010","Customs and Smuggling Offenses","Import, export, transport, concealment, or misrepresentation of goods in violation of customs or licensing requirements.","smuggling-of-precious-gemstones","Smuggling of Precious Gemstones","PC-2023","Smuggling of Precious Gemstones","felony","commercial;economic;felony;property;sale-transfer;theft","170.7","5000","10","cooperation;organized-activity;high-value-loss;prior-conviction;voluntary-surrender;first-offense;gang-related-activity","principal fine x1 time x1","This degree is the gemstone-specific smuggling tier.","Covered gemstones include diamonds, emeralds, rubies, sapphires, and other valuable stones. | Documentation should establish the type, quantity, value, and lack of lawful declaration. | Reports should document packaging, concealment, valuation, route, ownership claims, and associated business records.","True"
